,s,o,h,l,c,v,t
0,ok,108.19,107.43,104.38,104.38,90,1326326400
1,ok,104.38,103.62,103.62,103.62,10,1327190400
2,ok,103.62,102.86,99.05,99.05,90,1327276800
3,ok,99.05,98.29,94.86,95.62,8380,1327449600
4,ok,95.62,96.76,95.24,96.0,3980,1327536000
5,ok,96.0,96.76,95.62,96.38,3560,1327795200
6,ok,96.38,96.38,96.0,96.38,1350,1327968000
7,ok,96.38,96.38,95.62,96.38,1140,1328054400
8,ok,96.38,96.38,95.62,95.62,1280,1328140800
9,ok,95.62,96.38,95.62,96.0,2020,1328400000
10,ok,96.0,96.38,96.0,96.38,2580,1328486400
11,ok,96.38,96.76,96.76,96.76,40,1328572800
12,ok,96.76,99.05,97.52,99.05,90,1329004800
13,ok,99.05,103.24,99.81,103.24,460,1329091200
14,ok,103.24,105.9,103.24,104.0,1740,1329177600
15,ok,104.0,103.62,101.33,103.62,1100,1329264000
16,ok,103.62,102.86,100.57,100.57,1060,1329782400
17,ok,100.57,100.95,98.67,99.05,4200,1329955200
18,ok,99.05,100.19,99.81,99.81,690,1330214400
19,ok,99.81,100.19,99.05,100.19,720,1330300800
20,ok,100.19,100.19,99.81,99.81,120,1330387200
21,ok,99.81,99.81,99.81,99.81,1380,1330473600
22,ok,99.81,99.81,99.05,99.81,1410,1330560000
23,ok,99.81,101.33,100.57,100.95,1270,1330819200
24,ok,100.95,100.95,100.19,100.95,2100,1330905600
25,ok,100.95,102.1,101.33,101.33,2210,1330992000
26,ok,101.33,100.95,100.57,100.57,1410,1331424000
27,ok,100.57,99.81,98.67,98.67,2160,1331510400
28,ok,98.67,99.05,98.29,99.05,1530,1331596800
29,ok,99.05,99.05,98.29,99.05,2220,1331683200
30,ok,99.05,100.95,99.81,100.95,1040,1331769600
31,ok,100.95,100.95,100.95,100.95,220,1332115200
32,ok,100.95,100.57,100.19,100.57,520,1332288000
33,ok,100.57,100.57,100.57,100.57,510,1332633600
34,ok,100.57,100.57,100.19,100.57,1380,1332720000
35,ok,100.57,100.57,100.19,100.19,270,1332806400
36,ok,100.19,100.57,100.19,100.57,90,1332979200
37,ok,100.57,100.57,99.81,100.19,320,1333238400
38,ok,100.19,100.19,99.81,99.81,920,1333324800
39,ok,99.81,100.57,100.57,100.57,80,1333411200
40,ok,100.57,102.1,101.33,102.1,170,1333584000
41,ok,102.1,101.33,100.95,100.95,110,1334016000
42,ok,100.95,100.19,100.19,100.19,80,1334102400
43,ok,100.19,100.95,100.95,100.95,160,1334188800
44,ok,100.95,102.48,101.71,102.48,70,1334448000
45,ok,102.48,103.24,102.86,102.86,260,1334620800
46,ok,102.86,103.62,103.62,103.62,80,1334707200
47,ok,103.62,104.76,104.38,104.76,300,1334793600
48,ok,104.76,105.52,105.52,105.52,90,1335398400
49,ok,105.52,108.57,106.29,108.57,100,1335744000
50,ok,108.57,108.57,107.05,107.05,990,1336608000
51,ok,107.05,106.29,106.29,106.29,40,1337212800
52,ok,106.29,107.43,107.05,107.43,220,1337558400
53,ok,107.43,106.67,106.67,106.67,100,1337644800
54,ok,106.67,105.9,105.14,105.14,16120,1337817600
55,ok,105.14,104.38,100.57,100.57,8150,1338249600
56,ok,100.57,99.81,96.38,96.38,12020,1338336000
57,ok,96.38,98.67,94.86,98.67,5520,1338422400
58,ok,98.67,99.43,96.76,97.52,9230,1338681600
59,ok,97.52,97.9,96.76,97.9,400,1338768000
60,ok,97.9,97.14,96.0,96.0,3590,1338854400
61,ok,96.0,97.14,95.62,95.62,9280,1338940800
62,ok,95.62,97.14,96.38,96.76,2980,1339286400
63,ok,96.76,96.76,96.0,96.0,240,1339372800
64,ok,96.0,97.52,96.38,96.76,2840,1339459200
65,ok,96.76,97.14,96.38,97.14,1650,1339545600
66,ok,97.14,97.9,97.14,97.14,2580,1339632000
67,ok,97.14,98.67,97.9,98.67,2940,1339891200
68,ok,98.67,100.19,99.43,99.43,2070,1339977600
69,ok,99.43,100.95,100.19,100.95,630,1340064000
70,ok,100.95,100.95,97.14,97.14,2030,1340150400
71,ok,97.14,97.52,97.14,97.52,380,1340236800
72,ok,97.52,98.67,97.14,98.67,2850,1340582400
73,ok,98.67,99.43,99.43,99.43,60,1340668800
74,ok,99.43,98.67,98.67,98.67,40,1340755200
75,ok,98.67,97.9,97.14,97.52,420,1340841600
76,ok,97.52,96.76,96.76,96.76,930,1385510400
77,ok,96.76,97.14,96.38,96.38,750,1385596800
78,ok,96.38,96.38,96.38,96.38,150,1386201600
79,ok,96.38,95.62,95.62,95.62,800,1386460800
80,ok,95.62,96.38,95.62,95.62,950,1387670400
81,ok,95.62,94.86,94.86,94.86,280,1388275200
82,ok,94.86,94.48,94.1,94.1,1550,1389139200
83,ok,94.1,94.1,93.33,94.1,4370,1389225600
84,ok,94.1,94.86,94.48,94.48,440,1389484800
85,ok,94.48,95.62,94.48,94.48,2290,1389571200
86,ok,94.48,95.24,94.1,94.48,1730,1389657600
87,ok,94.48,94.1,94.1,94.1,60,1389830400
88,ok,94.1,96.0,94.48,95.24,920,1390089600
89,ok,95.24,96.38,96.0,96.38,100,1390176000
90,ok,96.38,97.52,97.14,97.52,540,1390262400
91,ok,97.52,101.33,98.29,101.33,750,1390348800
92,ok,101.33,105.14,100.57,105.14,2250,1390435200
93,ok,105.14,109.71,105.9,109.71,2480,1390694400
94,ok,109.71,114.67,108.95,113.52,5060,1390780800
95,ok,113.52,116.57,113.52,115.43,4930,1390867200
96,ok,115.43,114.29,111.62,111.62,1370,1390953600
97,ok,111.62,110.86,110.86,110.86,60,1391385600
98,ok,110.86,110.86,110.1,110.86,650,1391644800
99,ok,110.86,110.1,109.33,109.33,990,1391904000
100,ok,109.33,108.57,107.81,107.81,750,1391990400
101,ok,107.81,108.57,107.81,107.81,1330,1392076800
102,ok,107.81,107.05,106.29,106.29,1200,1392163200
103,ok,106.29,107.05,105.9,106.67,2730,1392249600
104,ok,106.67,107.43,105.9,106.67,2690,1392508800
105,ok,106.67,105.9,105.9,105.9,280,1392595200
106,ok,105.9,106.67,105.14,106.67,440,1392681600
107,ok,106.67,107.43,105.9,107.43,740,1392854400
108,ok,107.43,107.43,107.43,107.43,30,1393113600
109,ok,107.43,106.67,105.9,106.67,1950,1393200000
110,ok,106.67,105.9,105.9,105.9,890,1394582400
111,ok,105.9,105.9,105.9,105.9,250,1394668800
112,ok,105.9,105.14,102.1,102.1,240,1395014400
113,ok,102.1,101.33,97.9,97.9,600,1395273600
114,ok,97.9,97.14,95.24,95.24,3820,1395532800
115,ok,95.24,97.52,96.0,97.52,3620,1395619200
116,ok,97.52,98.29,98.29,98.29,3200,1395705600
117,ok,98.29,97.52,97.52,97.52,5330,1395878400
118,ok,97.52,97.52,97.52,97.52,310,1396224000
119,ok,97.52,98.29,96.0,97.52,1300,1396396800
120,ok,97.52,96.76,96.0,96.0,210,1396483200
121,ok,96.0,97.52,96.76,97.52,550,1396742400
122,ok,97.52,97.14,96.0,97.14,580,1397001600
123,ok,97.14,97.14,97.14,97.14,120,1397088000
124,ok,97.14,96.38,96.38,96.38,240,1397347200
125,ok,96.38,97.14,97.14,97.14,60,1397520000
126,ok,97.14,97.14,96.38,96.38,2020,1397952000
127,ok,96.38,97.14,97.14,97.14,30,1398038400
128,ok,97.14,97.52,97.52,97.52,110,1398124800
129,ok,97.52,98.29,97.14,98.29,450,1398211200
130,ok,98.29,99.05,97.52,97.52,700,1398556800
131,ok,97.52,97.9,97.14,97.14,380,1398643200
132,ok,97.14,98.29,97.14,97.52,260,1398729600
133,ok,97.52,97.52,97.52,97.52,40,1398816000
134,ok,97.52,97.52,97.14,97.52,180,1399248000
135,ok,97.52,98.29,97.52,98.29,1600,1399334400
136,ok,98.29,98.67,97.9,98.67,750,1399420800
137,ok,98.67,97.9,97.9,97.9,390,1399766400
138,ok,97.9,97.14,95.62,97.14,840,1399939200
139,ok,97.14,96.38,95.24,95.24,1100,1400371200
140,ok,95.24,95.24,94.86,95.24,850,1400544000
141,ok,95.24,96.0,96.0,96.0,40,1400630400
142,ok,96.0,99.81,96.76,99.81,1250,1400716800
143,ok,99.81,102.1,99.81,99.81,7870,1400976000
144,ok,99.81,100.19,97.9,97.9,2320,1401062400
145,ok,97.9,97.52,95.62,97.14,3890,1401148800
146,ok,97.14,97.9,96.38,96.76,2640,1401235200
147,ok,96.76,100.57,97.52,100.57,2790,1401580800
148,ok,100.57,102.48,101.33,102.48,1370,1401667200
149,ok,102.48,104.0,103.24,103.62,970,1401753600
150,ok,103.62,104.38,102.86,103.62,1450,1401840000
151,ok,103.62,102.86,102.86,102.86,120,1401926400
152,ok,102.86,104.38,102.86,104.38,370,1402185600
153,ok,104.38,103.62,103.62,103.62,770,1402272000
154,ok,103.62,102.86,102.86,102.86,1540,1402358400
155,ok,102.86,102.86,101.33,102.86,1210,1402444800
156,ok,102.86,102.1,100.57,100.57,260,1402790400
157,ok,100.57,99.81,98.29,99.05,1800,1402876800
158,ok,99.05,100.19,97.52,100.19,4260,1402963200
159,ok,100.19,104.38,100.95,104.38,5180,1403049600
160,ok,104.38,104.38,102.48,103.62,6000,1403136000
161,ok,103.62,106.29,104.38,106.29,2630,1403481600
162,ok,106.29,110.86,106.67,110.86,4470,1403568000
163,ok,110.86,111.62,110.86,110.86,1810,1403654400
164,ok,110.86,110.1,109.33,109.33,60,1403740800
165,ok,109.33,108.57,107.05,107.05,640,1404000000
166,ok,107.05,106.67,105.52,105.52,490,1404086400
167,ok,105.52,110.1,104.76,109.33,4740,1404172800
168,ok,109.33,110.1,110.1,110.1,170,1404259200
169,ok,110.1,110.86,110.86,110.86,200,1404345600
170,ok,110.86,111.62,111.62,111.62,130,1404691200
171,ok,111.62,111.24,110.86,111.24,1090,1404777600
172,ok,111.24,110.86,110.48,110.48,590,1404864000
173,ok,110.48,111.24,109.71,109.71,960,1404950400
174,ok,109.71,114.29,110.48,113.52,3190,1405209600
175,ok,113.52,117.71,114.29,117.71,2320,1405296000
176,ok,117.71,117.71,116.57,116.57,750,1405382400
177,ok,116.57,116.95,116.95,116.95,180,1405468800
178,ok,116.95,118.1,118.1,118.1,120,1405555200
179,ok,118.1,116.95,116.95,116.95,380,1405900800
180,ok,116.95,115.81,114.67,114.67,290,1405987200
181,ok,114.67,120.38,114.67,120.38,6060,1406073600
182,ok,120.38,123.05,119.24,123.05,2390,1406160000
183,ok,123.05,121.9,121.9,121.9,1580,1406419200
184,ok,121.9,121.9,120.0,121.9,440,1406505600
185,ok,121.9,128.38,120.38,128.38,4570,1406678400
186,ok,128.38,130.67,127.24,127.24,3520,1406764800
187,ok,127.24,126.48,124.57,124.57,360,1407024000
188,ok,124.57,123.43,121.14,121.14,330,1407110400
189,ok,121.14,120.38,115.05,115.05,840,1407196800
190,ok,115.05,114.29,111.62,111.62,1500,1407283200
191,ok,111.62,111.62,110.1,110.1,460,1407888000
192,ok,110.1,110.86,110.86,110.86,730,1410912000
193,ok,110.86,111.62,111.62,111.62,400,1411257600
194,ok,111.62,110.86,110.1,110.1,180,1413072000
195,ok,110.1,109.33,109.33,109.33,30,1413244800
196,ok,109.33,108.57,106.29,106.29,120,1415750400
197,ok,106.29,105.52,104.76,104.76,320,1418774400
198,ok,105.52,109.33,105.52,109.33,760,1522195200
199,ok,110.1,114.29,110.1,112.38,8620,1522281600
200,ok,112.38,112.38,110.86,110.86,480,1522540800
201,ok,110.1,110.1,110.1,110.1,40,1522627200
202,ok,110.1,110.1,109.33,109.33,120,1522713600
203,ok,109.33,109.33,109.33,109.33,100,1522800000
204,ok,108.57,108.57,107.81,107.81,200,1522886400
205,ok,107.05,107.05,102.86,102.86,13520,1523232000
206,ok,102.1,102.48,101.33,101.71,1940,1523318400
207,ok,101.71,102.48,101.33,102.48,580,1523404800
208,ok,103.24,103.24,102.1,102.48,320,1523491200
209,ok,102.1,105.14,101.33,105.14,990,1523750400
210,ok,104.76,104.76,104.76,104.76,90,1523836800
211,ok,104.76,105.52,104.38,105.14,1095,1523923200
212,ok,105.9,106.67,104.76,106.67,1230,1524009600
213,ok,106.67,106.67,105.9,105.9,340,1524355200
214,ok,106.67,106.67,104.38,105.9,5142,1524441600
215,ok,106.67,106.67,105.9,106.29,740,1524528000
216,ok,105.52,105.52,105.52,105.52,200,1524614400
217,ok,104.76,105.52,103.24,104.0,1090,1524700800
218,ok,104.0,104.0,102.1,102.48,740,1524960000
219,ok,102.48,102.48,100.95,102.48,370,1525219200
220,ok,103.24,104.0,100.95,100.95,3995,1525305600
221,ok,100.57,102.48,100.19,102.48,1690,1525564800
222,ok,102.48,102.86,101.71,101.71,70,1525824000
223,ok,101.71,102.1,101.33,102.1,600,1525910400
224,ok,101.33,101.33,101.33,101.33,260,1526342400
225,ok,101.33,101.33,100.57,100.57,340,1526774400
226,ok,99.81,99.81,99.81,99.81,40,1526860800
227,ok,100.57,100.57,100.57,100.57,40,1527033600
228,ok,100.57,103.62,100.57,102.1,330,1527120000
229,ok,102.1,102.86,101.33,101.33,1590,1527465600
230,ok,100.57,100.57,100.57,100.57,60,1527552000
231,ok,100.19,100.95,100.19,100.95,150,1527638400
232,ok,101.71,101.71,101.71,101.71,20,1527724800
233,ok,101.33,101.33,101.33,101.33,30,1528070400
234,ok,101.33,101.33,100.57,100.57,190,1528329600
235,ok,99.81,99.81,99.81,99.81,30,1528675200
236,ok,100.57,100.57,100.57,100.57,240,1528761600
237,ok,100.57,100.57,99.81,99.81,320,1528934400
238,ok,100.57,100.57,100.57,100.57,100,1529193600
239,ok,99.81,99.81,99.05,99.05,100,1529366400
240,ok,98.29,99.05,98.29,99.05,220,1529452800
241,ok,98.29,98.29,98.29,98.29,140,1529539200
242,ok,98.29,98.29,98.29,98.29,210,1529798400
243,ok,97.52,97.52,96.76,96.76,100,1529884800
244,ok,96.0,96.0,96.0,96.0,300,1529971200
245,ok,95.24,95.24,95.24,95.24,240,1530144000
246,ok,96.0,96.0,96.0,96.0,270,1530403200
247,ok,96.38,96.38,95.24,95.24,760,1530489600
248,ok,96.0,96.0,95.24,96.0,365,1530576000
249,ok,95.24,95.24,95.24,95.24,40,1530662400
250,ok,95.24,96.0,95.24,96.0,1740,1530748800
251,ok,96.0,97.52,96.0,97.52,200,1531008000
252,ok,98.29,98.29,98.29,98.29,60,1531094400
253,ok,97.52,97.9,97.52,97.9,380,1531267200
254,ok,97.14,97.14,97.14,97.14,50,1531612800
255,ok,96.38,96.38,96.38,96.38,200,1531958400
256,ok,95.62,95.62,95.62,95.62,120,1532217600
257,ok,96.38,96.38,96.38,96.38,110,1532304000
258,ok,96.0,96.0,96.0,96.0,90,1532390400
259,ok,96.0,96.0,95.24,95.24,500,1532476800
260,ok,95.24,95.24,95.24,95.24,850,1532822400
261,ok,96.0,96.0,96.0,96.0,100,1533081600
262,ok,95.24,95.24,95.24,95.24,1000,1533168000
263,ok,95.24,95.24,95.24,95.24,1000,1534291200
264,ok,96.0,97.9,96.0,97.52,3145,1534377600
265,ok,98.29,99.81,98.29,98.29,700,1534636800
266,ok,97.52,97.52,96.76,96.76,80,1534723200
267,ok,96.0,96.0,96.0,96.0,120,1534809600
268,ok,95.24,95.24,95.24,95.24,120,1535414400
269,ok,95.24,95.24,95.24,95.24,60,1535500800
270,ok,95.24,95.24,95.24,95.24,50,1535846400
271,ok,95.62,96.76,95.24,95.24,1730,1536019200
272,ok,95.62,97.14,95.62,97.14,330,1536105600
273,ok,96.76,96.76,96.0,96.0,160,1536192000
274,ok,95.62,96.0,95.62,95.62,8730,1536451200
275,ok,95.62,95.62,95.24,95.24,330,1536537600
276,ok,95.24,96.38,95.24,96.38,1885,1537228800
277,ok,96.0,96.0,95.24,95.24,150,1537401600
278,ok,95.24,95.24,94.48,94.48,1100,1537833600
279,ok,94.86,95.24,94.86,94.86,680,1537920000
280,ok,95.24,96.0,95.24,95.62,2070,1538006400
281,ok,95.62,95.62,95.62,95.62,70,1538265600
282,ok,94.86,95.24,94.86,95.24,1080,1538352000
283,ok,95.24,96.38,95.24,96.38,970,1538438400
284,ok,96.38,96.38,95.62,96.0,7020,1538524800
285,ok,96.38,96.76,96.38,96.38,240,1538611200
286,ok,95.62,95.62,95.62,95.62,140,1538870400
287,ok,95.62,95.62,95.62,95.62,90,1539043200
288,ok,94.86,95.24,94.86,95.24,370,1539129600
289,ok,95.24,95.24,95.24,95.24,130,1539216000
290,ok,95.62,95.62,94.86,95.24,620,1539475200
291,ok,96.0,96.0,94.48,94.48,410,1539561600
292,ok,94.48,94.48,94.1,94.48,120,1545091200
293,ok,94.48,94.48,94.48,94.48,40,1545177600
294,ok,94.48,94.86,94.48,94.86,90,1545264000
295,ok,94.86,94.86,94.48,94.48,40,1545609600
296,ok,94.48,94.48,94.48,94.48,218,1545696000
297,ok,94.48,94.86,94.48,94.86,990,1545782400
298,ok,94.86,95.24,94.86,95.24,18,1546214400
299,ok,95.24,95.24,95.24,95.24,50,1546473600
300,ok,94.48,94.48,94.1,94.48,160,1546992000
301,ok,94.48,94.48,94.48,94.48,100,1548288000
302,ok,94.48,94.48,93.71,93.71,110,1548720000
303,ok,93.33,93.71,93.33,93.33,30,1549152000
304,ok,92.95,93.33,92.95,92.95,200,1549324800
305,ok,92.95,93.71,92.95,93.33,1410,1549411200
306,ok,93.71,93.71,93.33,93.71,10,1549497600
307,ok,93.33,93.71,92.95,92.95,230,1549843200
308,ok,92.57,92.95,92.57,92.95,670,1549929600
309,ok,93.33,94.1,92.95,94.1,30,1550016000
310,ok,94.1,94.1,93.33,93.33,330,1550361600
311,ok,92.95,93.33,92.95,92.95,60,1550534400
312,ok,92.57,92.95,91.43,91.43,830,1550620800
313,ok,91.43,91.43,91.05,91.05,210,1550707200
314,ok,91.05,91.43,91.05,91.43,1080,1551052800
315,ok,91.81,91.81,91.43,91.43,180,1551139200
316,ok,91.81,91.81,91.43,91.81,170,1551225600
317,ok,91.43,91.43,91.43,91.43,130,1551571200
318,ok,91.81,91.81,91.43,91.81,100,1551744000
319,ok,92.19,92.19,91.81,91.81,120,1551830400
320,ok,92.19,92.19,91.81,92.19,1210,1551916800
321,ok,92.57,92.57,92.19,92.57,10,1552262400
322,ok,92.95,94.86,92.57,94.86,1830,1552348800
323,ok,94.86,95.24,94.86,95.24,1130,1552435200
324,ok,94.1,94.1,93.71,94.1,270,1552521600
325,ok,94.48,94.48,94.48,94.48,60,1552780800
326,ok,94.86,94.86,94.86,94.86,10,1552867200
327,ok,94.48,94.48,94.48,94.48,200,1553558400
328,ok,94.86,94.86,94.1,94.48,1030,1553990400
329,ok,94.86,94.86,94.86,94.86,30,1554595200
330,ok,94.86,94.86,94.48,94.48,130,1554681600
331,ok,94.48,94.1,92.95,92.95,450,1555459200
332,ok,92.57,92.57,92.57,92.57,370,1555891200
333,ok,92.19,92.19,92.19,92.19,40,1555977600
334,ok,91.81,92.57,91.81,92.57,540,1556064000
335,ok,92.95,92.95,92.95,92.95,130,1556150400
336,ok,93.33,93.33,92.57,92.57,1100,1556409600
337,ok,92.19,92.19,91.81,91.81,1200,1557014400
338,ok,91.43,91.81,91.43,91.81,120,1557100800
339,ok,91.81,91.81,91.81,91.81,60,1557273600
340,ok,91.81,91.81,91.43,91.43,2040,1557360000
341,ok,91.81,91.81,91.81,91.81,60,1557619200
342,ok,93.33,94.48,93.33,94.48,250,1557705600
343,ok,96.0,97.9,96.0,97.14,2390,1557792000
344,ok,97.14,97.52,96.38,97.14,4765,1557878400
345,ok,97.52,97.52,95.62,95.62,550,1557964800
346,ok,96.38,99.43,94.86,99.43,4900,1558224000
347,ok,101.33,103.62,101.33,103.62,4810,1558310400
348,ok,104.38,108.19,104.38,108.19,11550,1558396800
349,ok,110.48,113.14,106.67,108.95,24615,1558483200
350,ok,109.33,109.33,104.76,105.52,3120,1558569600
351,ok,104.76,104.76,103.24,103.24,4390,1558828800
352,ok,102.48,102.86,101.33,102.1,5210,1558915200
353,ok,102.86,102.86,101.71,102.48,1040,1559001600
354,ok,103.24,105.14,103.24,105.14,690,1559088000
355,ok,105.9,106.67,105.9,105.9,3215,1559174400
356,ok,105.9,105.9,105.14,105.14,1420,1559433600
357,ok,105.52,105.52,102.48,102.48,1620,1559520000
358,ok,101.71,101.71,100.57,100.57,2110,1559606400
359,ok,101.33,104.76,101.33,104.76,1890,1559779200
360,ok,105.52,107.05,105.14,105.14,1210,1560124800
361,ok,105.9,105.9,105.14,105.14,500,1560211200
362,ok,104.38,104.38,102.1,102.1,2020,1560297600
363,ok,102.48,104.38,102.48,104.38,580,1560384000
364,ok,103.62,103.62,103.62,103.62,10,1560643200
365,ok,102.86,104.38,102.1,104.38,2070,1560729600
366,ok,106.67,106.67,104.38,104.38,1310,1560816000
367,ok,104.38,104.38,102.86,102.86,1720,1560988800
368,ok,103.62,103.62,102.86,103.62,2410,1561248000
369,ok,104.38,104.38,102.86,102.86,420,1561334400
370,ok,102.86,102.86,102.86,102.86,90,1561507200
371,ok,102.86,102.86,101.71,101.71,600,1561852800
372,ok,100.95,102.48,100.95,102.48,600,1561939200
373,ok,101.71,102.48,101.71,101.71,1560,1562025600
374,ok,103.62,103.62,102.86,102.86,2630,1562198400
375,ok,102.86,104.0,102.86,104.0,930,1562457600
376,ok,105.52,105.52,105.52,105.52,10,1562544000
377,ok,104.76,104.76,104.76,104.76,190,1562630400
378,ok,104.0,104.0,102.48,102.48,820,1562716800
379,ok,101.71,103.24,101.71,103.24,290,1562803200
380,ok,102.48,102.48,102.48,102.48,25,1563235200
381,ok,102.48,103.24,102.48,103.24,190,1563321600
382,ok,102.48,102.48,101.71,102.48,1150,1563667200
383,ok,102.48,102.48,102.48,102.48,120,1563753600
384,ok,103.24,104.0,103.24,104.0,390,1563840000
385,ok,103.62,104.38,103.62,104.38,300,1563926400
386,ok,103.62,103.62,103.62,103.62,2000,1564012800
387,ok,104.38,104.38,104.0,104.38,710,1564272000
388,ok,104.38,104.38,103.62,103.62,2360,1564358400
389,ok,104.0,104.38,103.24,104.38,270,1564444800
390,ok,103.62,104.38,103.62,104.0,830,1564531200
391,ok,103.24,105.52,103.24,105.52,2690,1564617600
392,ok,106.29,106.29,103.24,103.24,1010,1564876800
393,ok,103.62,104.0,103.62,104.0,160,1564963200
394,ok,103.24,103.24,103.24,103.24,200,1565049600
395,ok,103.24,103.24,103.24,103.24,200,1565136000
396,ok,102.48,102.48,102.48,102.48,90,1565222400
397,ok,101.71,101.71,101.71,101.71,40,1565481600
398,ok,102.1,102.1,102.1,102.1,50,1565568000
399,ok,102.48,102.86,102.48,102.86,150,1565654400
400,ok,103.62,103.62,102.86,102.86,50,1565740800
401,ok,102.1,102.1,102.1,102.1,40,1566172800
402,ok,102.1,102.1,102.1,102.1,60,1566345600
403,ok,101.33,101.33,101.33,101.33,300,1566691200
404,ok,100.95,100.95,100.95,100.95,100,1566864000
405,ok,101.71,101.71,101.71,101.71,100,1566950400
406,ok,102.1,102.48,102.1,102.48,685,1567036800
407,ok,101.71,101.71,101.71,101.71,230,1567296000
408,ok,101.33,101.33,101.33,101.33,140,1567382400
409,ok,101.33,101.33,101.33,101.33,400,1567468800
410,ok,101.71,101.71,101.71,101.71,46,1567900800
411,ok,102.1,102.1,102.1,102.1,164,1567987200
412,ok,101.71,101.71,100.95,100.95,130,1568073600
413,ok,100.95,100.95,100.19,100.19,1930,1568246400
414,ok,99.43,99.43,98.67,98.67,450,1568764800
415,ok,99.43,99.43,99.43,99.43,760,1569110400
416,ok,98.67,98.67,98.67,98.67,90,1569196800
417,ok,97.9,98.67,97.9,98.67,410,1569283200
418,ok,97.9,97.9,96.38,97.14,790,1569456000
419,ok,97.52,97.52,97.52,97.52,220,1569715200
420,ok,97.14,97.14,97.14,97.14,25,1571184000
421,ok,96.76,96.76,96.76,96.76,1120,1571270400
422,ok,96.0,96.76,96.0,96.76,510,1577059200
423,ok,96.76,96.76,96.76,96.76,50,1577145600
424,ok,96.76,96.76,96.76,96.76,100,1577232000
425,ok,97.52,98.29,97.52,97.9,625,1577318400
426,ok,98.67,98.67,98.67,98.67,600,1577577600
427,ok,99.43,99.43,99.43,99.43,10,1577664000
428,ok,100.19,103.24,100.19,102.1,430,1577750400
429,ok,102.86,102.86,102.86,102.86,10,1577836800
430,ok,103.62,103.62,101.71,101.71,1310,1577923200
431,ok,100.95,100.95,99.43,99.43,570,1578182400
432,ok,100.19,101.71,100.19,101.71,310,1578268800
433,ok,102.1,104.0,102.1,104.0,7350,1578355200
434,ok,104.0,105.14,102.86,103.62,7498,1578528000
435,ok,104.0,105.52,103.24,103.24,5200,1578787200
436,ok,103.62,105.9,103.62,105.14,6800,1578873600
