,s,o,h,l,c,v,t
1264,ok,320.0,332.0,320.0,327.5,3728,1696809600
1265,ok,324.9,325.0,320.0,321.0,470,1696896000
1266,ok,317.1,328.4,317.1,325.0,595,1696982400
1267,ok,320.0,344.8,315.2,315.2,3133,1697068800
1268,ok,311.0,317.0,310.3,315.0,3902,1697414400
1269,ok,316.0,333.9,312.5,316.0,770,1697500800
1270,ok,322.3,328.7,322.0,322.0,803,1697587200
1271,ok,328.4,341.0,322.0,330.0,1535,1697673600
1272,ok,324.0,335.0,317.6,319.3,575,1698537600
1273,ok,325.6,329.3,320.0,320.2,1061,1698624000
1274,ok,326.6,339.6,313.9,319.5,922,1698710400
1275,ok,325.8,332.3,317.1,317.1,810,1698796800
1276,ok,323.4,323.4,313.1,315.0,1198,1698883200
1277,ok,309.4,320.0,309.0,309.0,1570,1699142400
1278,ok,315.1,321.4,309.0,313.5,3046,1699228800
1279,ok,319.0,324.7,313.1,324.7,1862,1699315200
1280,ok,331.1,337.0,304.0,304.0,231,1699401600
1281,ok,310.0,322.5,310.0,311.6,1368,1699488000
1282,ok,317.8,330.0,303.0,303.0,1158,1700438400
1283,ok,309.0,325.0,304.0,304.0,6302,1700524800
1284,ok,310.0,334.4,307.0,310.0,3905,1700611200
1285,ok,316.2,330.0,311.1,311.1,5831,1700697600
1286,ok,317.0,337.0,317.0,337.0,13252,1700956800
1287,ok,343.7,350.0,322.0,332.0,4687,1701043200
1288,ok,338.6,345.3,327.0,328.0,2070,1701129600
1289,ok,328.0,347.9,322.0,322.0,2923,1701216000
1290,ok,328.4,334.9,317.5,320.0,3812,1701302400
1291,ok,326.4,332.9,318.5,327.0,6000,1701561600
1292,ok,333.5,333.5,320.2,320.2,2249,1701648000
1293,ok,326.6,335.0,325.0,325.6,5868,1701734400
1294,ok,332.0,336.5,325.5,327.0,6528,1701820800
1295,ok,333.5,340.0,327.0,340.0,4595,1701907200
1296,ok,346.0,352.9,346.0,352.9,1603,1702166400
1297,ok,359.0,366.1,332.0,335.0,4078,1702252800
1298,ok,341.7,355.0,336.0,343.0,8491,1702339200
1299,ok,349.8,363.5,342.5,342.6,16064,1702425600
1300,ok,349.4,362.0,349.4,355.7,15590,1702512000
1301,ok,355.0,365.0,350.0,364.0,7965,1702771200
1302,ok,371.0,371.9,361.0,363.0,7796,1702857600
1303,ok,370.2,385.1,355.8,365.0,4546,1702944000
1304,ok,360.1,372.3,354.0,363.0,6520,1703030400
1305,ok,355.8,369.0,351.0,355.0,5834,1703116800
1306,ok,348.0,360.0,347.9,353.0,7852,1703376000
1307,ok,360.0,367.0,346.4,350.5,11150,1703635200
1308,ok,357.5,364.0,355.0,361.0,3875,1703721600
1309,ok,355.0,368.2,353.9,361.1,8563,1704067200
1310,ok,364.9,364.9,351.0,357.0,3375,1704153600
1311,ok,364.1,364.1,344.2,360.0,8843,1704240000
1312,ok,360.0,365.0,332.2,363.0,5088,1704326400
1313,ok,370.2,370.2,355.0,355.0,3476,1704585600
1314,ok,362.1,376.6,348.0,359.8,4463,1704672000
1315,ok,366.9,395.7,359.5,384.3,21122,1704758400
1316,ok,391.9,400.0,380.3,380.3,12351,1704844800
1317,ok,385.0,385.0,370.2,377.6,4205,1704931200
1318,ok,384.9,385.0,376.5,383.9,10035,1705190400
1319,ok,391.0,409.0,391.0,401.0,24527,1705363200
1320,ok,409.0,427.9,407.0,409.0,36412,1705449600
1321,ok,411.0,411.0,397.0,401.0,10007,1705536000
1322,ok,409.0,409.0,385.0,390.0,13035,1705795200
1323,ok,396.0,396.0,369.0,379.0,9952,1705881600
1324,ok,386.5,393.0,379.0,381.0,3434,1705968000
1325,ok,387.0,394.7,376.0,376.0,2888,1706054400
1326,ok,374.0,375.0,365.1,370.0,5467,1706140800
1327,ok,377.0,377.0,362.6,374.5,4470,1706400000
1328,ok,372.0,387.5,370.0,384.0,6231,1706486400
1329,ok,377.1,391.4,377.1,390.0,2344,1706572800
1330,ok,397.0,397.0,378.0,379.0,3435,1706659200
1331,ok,379.0,379.0,363.0,363.0,5888,1706745600
1332,ok,370.0,385.0,370.0,371.0,11015,1707004800
1333,ok,378.4,390.0,378.4,386.0,8605,1707091200
1334,ok,386.0,415.0,379.1,403.2,26586,1707177600
1335,ok,411.0,415.5,406.2,410.0,19908,1707264000
1336,ok,415.0,447.2,410.1,440.0,55528,1707350400
1337,ok,445.0,475.0,432.3,444.0,21359,1707609600
1338,ok,436.0,450.0,429.0,450.0,16426,1707696000
1339,ok,441.0,457.9,422.4,430.0,30087,1707782400
1340,ok,426.0,460.0,426.0,433.0,12640,1707868800
1341,ok,435.0,441.7,422.0,423.0,9537,1707955200
1342,ok,422.5,428.0,415.2,420.5,8635,1708214400
1343,ok,428.8,430.0,420.0,420.0,4660,1708387200
1344,ok,428.4,428.4,415.0,416.1,5031,1708473600
1345,ok,408.0,448.8,408.0,420.0,22503,1708560000
1346,ok,425.0,430.1,418.0,426.0,13011,1708819200
1347,ok,418.3,443.1,418.3,428.5,4252,1708905600
1348,ok,437.0,437.0,425.0,427.0,2500,1708992000
1349,ok,435.5,435.5,420.5,422.1,3906,1709078400
1350,ok,430.5,430.5,405.5,410.0,5048,1709164800
1351,ok,418.2,426.5,393.9,408.0,18232,1709424000
1352,ok,416.1,432.5,416.1,432.5,50,1709510400
1353,ok,433.0,439.7,405.1,407.0,14736,1709596800
1354,ok,415.0,426.0,406.7,413.1,19877,1709683200
1355,ok,421.3,444.9,421.3,427.1,4620,1709769600
1356,ok,428.0,446.9,428.0,432.0,7674,1710028800
1357,ok,437.0,458.3,426.0,435.1,8478,1710201600
1358,ok,443.8,443.8,430.3,434.9,3306,1710288000
1359,ok,427.0,445.0,427.0,439.0,12749,1710374400
1360,ok,445.8,463.9,437.0,451.0,25144,1710633600
1361,ok,451.0,460.0,443.0,452.0,20300,1710720000
1362,ok,444.1,459.9,444.0,444.0,11869,1710806400
1363,ok,452.0,452.0,430.0,437.0,2204,1710892800
1364,ok,434.0,445.7,427.0,427.0,8865,1710979200
1365,ok,418.5,469.7,418.5,431.2,6686,1711324800
1366,ok,422.6,460.0,422.6,435.0,9313,1711411200
1367,ok,443.7,450.0,435.9,443.0,5675,1711497600
1368,ok,435.0,448.4,435.0,435.1,5025,1711584000
1369,ok,426.4,442.0,426.4,435.2,2038,1711843200
1370,ok,426.5,444.0,426.5,444.0,8248,1711929600
1371,ok,449.0,449.0,430.0,443.0,2935,1712016000
1372,ok,434.2,438.0,418.2,427.1,2840,1712102400
1373,ok,435.0,435.0,423.0,424.0,4518,1712188800
1374,ok,432.4,441.0,423.1,438.9,11236,1712448000
1375,ok,447.6,450.1,426.5,445.0,4158,1712620800
1376,ok,436.2,445.9,431.0,431.7,4691,1712707200
1377,ok,439.0,439.0,432.0,435.9,2396,1713052800
1378,ok,444.6,450.0,435.3,442.0,8173,1713139200
1379,ok,442.0,457.0,435.0,441.0,11120,1713225600
1380,ok,439.0,439.0,426.5,427.0,1838,1713398400
1381,ok,435.5,444.0,422.0,430.0,4250,1713657600
1382,ok,438.6,438.6,405.0,425.9,8508,1713744000
1383,ok,434.4,439.9,425.3,425.3,1155,1713916800
1384,ok,433.8,433.8,416.2,424.5,4699,1714003200
1385,ok,422.0,437.0,417.3,430.0,7545,1714262400
1386,ok,438.0,445.1,431.0,442.0,14926,1714348800
1387,ok,450.8,486.2,445.6,486.2,31569,1714435200
1388,ok,495.9,496.0,468.0,468.0,23205,1714608000
1389,ok,477.0,477.0,442.0,444.2,14185,1714867200
1390,ok,452.9,475.0,428.1,450.0,16411,1714953600
1391,ok,455.0,460.0,446.5,458.9,8221,1715040000
1392,ok,458.9,464.0,450.0,457.0,4184,1715126400
1393,ok,460.0,471.9,460.0,467.5,7135,1715212800
1394,ok,476.8,486.0,460.0,479.0,19840,1715472000
1395,ok,488.0,489.6,470.0,473.9,7667,1715558400
1396,ok,471.0,480.0,468.6,475.0,7255,1715644800
1397,ok,483.0,489.0,460.8,466.1,6818,1715731200
1398,ok,460.1,488.0,460.1,469.0,7503,1715817600
1399,ok,478.3,489.0,469.0,474.9,9654,1716076800
1400,ok,484.3,493.9,475.0,475.0,4940,1716163200
1401,ok,480.0,485.0,473.0,479.5,8234,1716249600
1402,ok,489.0,489.0,470.5,477.0,5160,1716336000
1403,ok,476.0,483.0,465.0,467.0,4133,1716681600
1404,ok,476.3,489.9,465.0,484.9,9323,1716768000
1405,ok,480.0,488.0,470.0,477.5,4949,1716940800
1406,ok,471.0,479.8,462.1,465.0,4892,1717027200
1407,ok,474.0,479.4,466.0,475.3,2757,1717286400
1408,ok,482.0,482.9,466.2,470.0,5835,1717372800
1409,ok,479.4,483.0,466.0,480.0,11081,1717459200
1410,ok,485.0,487.6,468.4,475.9,1440,1717545600
1411,ok,483.8,484.0,468.2,470.0,1840,1717632000
1412,ok,479.0,479.0,463.0,469.0,6357,1717891200
1413,ok,478.3,478.3,468.9,477.0,3652,1717977600
1414,ok,485.0,497.0,476.0,493.0,13454,1718064000
1415,ok,493.1,512.0,493.1,510.0,16963,1718150400
1416,ok,510.0,561.0,497.1,530.0,19113,1718236800
1417,ok,520.0,538.0,507.0,515.0,15882,1718496000
1418,ok,520.0,525.0,501.0,510.0,6364,1718668800
1419,ok,520.0,530.0,502.3,513.0,10933,1718755200
1420,ok,523.0,523.0,503.0,507.5,6417,1718841600
1421,ok,510.0,515.0,498.2,505.0,5746,1719100800
1422,ok,511.0,530.0,507.0,530.0,12098,1719187200
1423,ok,539.5,550.0,533.0,535.0,11576,1719273600
1424,ok,545.5,545.5,522.0,526.9,2080,1719360000
1425,ok,536.9,536.9,516.6,524.0,6148,1719446400
1426,ok,533.9,533.9,516.2,516.2,5655,1719705600
1427,ok,525.0,555.0,520.0,555.0,13248,1719792000
1428,ok,566.1,598.0,546.0,570.0,19939,1719878400
1429,ok,574.0,621.1,562.6,588.0,19196,1719964800
1430,ok,599.3,617.0,580.3,605.0,32241,1720051200
1431,ok,593.0,617.0,582.0,588.0,19158,1720310400
1432,ok,599.7,599.7,580.0,582.0,8965,1720396800
1433,ok,590.0,600.0,579.2,594.5,14285,1720483200
1434,ok,603.0,603.0,583.0,585.0,5050,1720569600
1435,ok,596.7,596.7,576.2,582.9,6922,1720656000
1436,ok,592.0,594.0,581.0,586.0,6662,1720915200
1437,ok,574.3,596.7,574.3,586.9,5953,1721001600
1438,ok,598.6,645.5,582.0,633.0,15975,1721088000
1439,ok,633.0,637.5,614.0,632.0,16385,1721174400
1440,ok,632.0,657.0,615.0,625.0,17105,1721260800
1441,ok,635.0,635.0,606.0,609.0,10158,1721520000
1442,ok,621.1,621.1,600.0,608.0,16441,1721606400
1443,ok,620.0,628.0,596.0,627.5,11689,1721692800
1444,ok,639.8,639.8,608.3,613.0,9624,1721779200
1445,ok,613.0,647.0,602.0,621.0,11549,1721865600
1446,ok,633.4,658.0,597.0,628.5,9937,1722124800
1447,ok,620.0,641.0,617.3,641.0,25490,1722211200
1448,ok,632.0,657.9,623.0,646.0,18830,1722297600
1449,ok,658.0,708.9,640.0,685.0,26498,1722384000
1450,ok,676.0,744.0,676.0,692.3,21251,1722470400
1451,ok,706.0,718.0,680.0,690.0,8675,1722816000
1452,ok,677.4,700.0,635.0,639.0,17104,1722902400
1453,ok,640.0,702.9,638.0,680.0,11904,1722988800
1454,ok,693.0,693.0,640.0,664.0,7704,1723075200
1455,ok,677.1,727.8,660.1,676.0,11662,1723334400
1456,ok,689.0,702.0,673.0,685.0,20736,1723420800
1457,ok,677.0,731.3,673.0,682.0,9850,1723507200
1458,ok,689.0,689.0,662.0,685.0,17219,1723593600
1459,ok,698.0,708.0,672.0,675.0,15580,1723680000
1460,ok,688.0,696.0,661.5,683.0,22420,1723939200
1461,ok,675.3,751.3,675.2,751.3,49866,1724198400
1462,ok,766.3,826.4,766.3,826.4,44408,1724284800
1463,ok,842.9,909.0,842.9,884.0,53327,1724544000
1464,ok,890.0,890.0,816.0,832.0,23664,1724716800
1465,ok,845.0,915.0,832.0,859.0,14528,1724803200
1466,ok,842.0,855.0,826.0,850.0,9139,1724889600
1467,ok,835.0,861.9,823.0,829.9,9929,1725148800
1468,ok,846.4,911.8,834.0,877.6,14739,1725235200
1469,ok,893.0,965.3,856.6,965.3,50238,1725321600
1470,ok,984.6,1055.0,973.0,1000.0,24757,1725408000
1471,ok,990.0,1040.4,950.8,991.0,14024,1725494400
1472,ok,980.0,1030.2,980.0,986.0,21799,1725753600
1473,ok,970.1,985.9,929.1,952.0,11536,1725840000
1474,ok,940.0,979.0,900.0,950.0,12161,1725926400
1475,ok,969.0,988.3,875.0,900.0,9483,1726012800
1476,ok,890.0,990.0,890.0,930.0,19646,1726099200
1477,ok,932.0,942.0,878.2,912.0,15534,1726358400
1478,ok,914.0,968.0,871.0,884.9,12647,1726444800
1479,ok,868.0,920.0,826.0,920.0,14943,1726617600
1480,ok,920.0,930.0,860.2,899.0,12600,1726963200
1481,ok,890.0,890.0,809.1,888.0,4748,1727049600
1482,ok,870.3,870.3,799.2,869.0,12294,1727136000
1483,ok,851.7,886.0,818.1,886.0,4850,1727222400
1484,ok,868.3,900.0,817.6,882.0,2845,1727308800
1485,ok,864.4,864.4,798.0,840.0,4819,1727568000
1486,ok,839.9,839.9,808.1,835.0,974,1727654400
1487,ok,840.0,866.0,834.0,861.0,9873,1727740800
1488,ok,876.0,911.0,833.0,840.0,4290,1727827200
1489,ok,823.3,882.0,823.2,882.0,6796,1728172800
1490,ok,894.7,894.8,830.8,865.0,7930,1728259200
1491,ok,853.0,870.0,831.0,855.0,3755,1728345600
1492,ok,866.7,866.8,830.2,855.0,4796,1728432000
1493,ok,869.0,869.0,851.0,869.0,1978,1728950400
1494,ok,885.0,885.0,860.0,860.0,2510,1729036800
1495,ok,860.0,869.0,845.3,855.0,2958,1729123200
1496,ok,840.2,860.0,823.4,833.0,6784,1729382400
1497,ok,849.6,916.3,838.9,914.8,36377,1729468800
1498,ok,900.0,985.0,900.0,969.0,14258,1729555200
1499,ok,988.0,988.0,931.0,960.0,3887,1729641600
1500,ok,979.0,979.0,906.1,913.0,2828,1729728000
1501,ok,913.0,1004.0,888.0,888.0,12042,1729987200
1502,ok,905.0,938.0,888.0,908.8,5733,1730073600
1503,ok,926.9,999.6,895.0,999.5,21260,1730160000
1504,ok,1010.0,1030.0,957.1,985.0,6609,1730246400
1505,ok,1004.0,1004.0,964.0,970.0,4365,1730764800
1506,ok,950.6,1009.0,950.6,967.0,3143,1730851200
1507,ok,986.3,1030.0,979.0,998.5,9912,1731196800
1508,ok,1018.0,1033.0,990.0,1006.3,7623,1731283200
1509,ok,986.2,1020.0,986.2,1005.0,8798,1731369600
1510,ok,985.0,1105.5,985.0,1081.0,21809,1731456000
1511,ok,1099.0,1189.1,1099.0,1158.0,12701,1731542400
1512,ok,1180.0,1200.0,1118.0,1160.0,12343,1731801600
1513,ok,1138.0,1155.0,1055.0,1110.0,11834,1731974400
1514,ok,1110.0,1221.0,1071.0,1221.0,30732,1732060800
1515,ok,1220.0,1289.0,1197.0,1255.1,20790,1732147200
1516,ok,1240.1,1264.8,1207.1,1239.0,13265,1732406400
1517,ok,1263.7,1362.9,1190.2,1361.0,21297,1732492800
1518,ok,1387.0,1450.0,1365.0,1450.0,10887,1732579200
1519,ok,1439.5,1595.0,1430.0,1595.0,23450,1732665600
1520,ok,1595.0,1725.0,1567.5,1665.0,17647,1732752000
1521,ok,1639.0,1831.5,1606.3,1831.5,50124,1733011200
1522,ok,1831.5,1920.0,1764.0,1764.0,34838,1733097600
1523,ok,1799.0,1799.0,1669.0,1779.0,17738,1733184000
1524,ok,1743.5,1780.0,1656.2,1700.0,8912,1733270400
1525,ok,1670.0,1720.0,1637.0,1699.3,8137,1733356800
1526,ok,1689.0,1824.9,1650.0,1725.0,12824,1733616000
1527,ok,1734.0,1789.0,1640.1,1693.0,9412,1733702400
1528,ok,1702.0,1719.9,1599.0,1647.0,8262,1733788800
1529,ok,1675.0,1700.0,1586.9,1637.1,9375,1733875200
1530,ok,1604.4,1702.3,1572.4,1685.0,8135,1733961600
1531,ok,1690.0,1717.1,1590.0,1627.0,8773,1734307200
1532,ok,1657.0,1657.0,1498.0,1624.0,9911,1734393600
1533,ok,1600.0,1620.0,1560.0,1610.0,8375,1734480000
1534,ok,1639.0,1639.0,1525.2,1565.0,11825,1734566400
1535,ok,1570.0,1596.0,1430.1,1518.0,16216,1734825600
1536,ok,1487.7,1495.0,1405.0,1470.0,7746,1734912000
1537,ok,1440.7,1570.0,1415.0,1555.0,15324,1734998400
1538,ok,1523.9,1523.9,1399.5,1399.5,19280,1735171200
1539,ok,1371.6,1433.1,1305.0,1312.0,16818,1735430400
1540,ok,1338.0,1364.0,1240.0,1325.0,8215,1735603200
1541,ok,1351.0,1449.0,1298.0,1449.0,11347,1735689600
1542,ok,1420.1,1593.9,1420.0,1580.0,72539,1735776000
1543,ok,1611.6,1723.8,1611.6,1669.0,31528,1736035200
1544,ok,1702.0,1770.0,1700.2,1735.0,9626,1736121600
1545,ok,1749.0,1770.0,1702.0,1739.0,6313,1736208000
1546,ok,1773.7,1815.0,1755.0,1789.0,9615,1736294400
1547,ok,1753.3,1824.0,1611.0,1699.0,76242,1736380800
1548,ok,1725.0,1725.0,1546.0,1600.0,8440,1736640000
1549,ok,1600.0,1697.8,1571.0,1668.0,12905,1736726400
1550,ok,1699.0,1760.0,1692.0,1720.0,10824,1736899200
1551,ok,1700.0,1750.0,1632.7,1654.0,8339,1736985600
1552,ok,1686.0,1699.0,1587.0,1617.0,6898,1737244800
1553,ok,1610.0,1670.0,1551.0,1619.0,12090,1737331200
1554,ok,1618.0,1679.0,1554.3,1598.0,3814,1737417600
1555,ok,1629.0,1757.8,1566.2,1757.8,42128,1737504000
1556,ok,1792.9,1933.5,1775.0,1933.5,62638,1737590400
1557,ok,1933.5,2126.8,1933.5,2124.5,36186,1737849600
1558,ok,2124.0,2289.9,2080.6,2260.0,29614,1737936000
1559,ok,2215.0,2480.0,2167.8,2480.0,50857,1738022400
1560,ok,2430.4,2627.0,2232.0,2627.0,45947,1738454400
1561,ok,2576.0,2842.3,2364.3,2749.0,81217,1738540800
1562,ok,2694.1,2694.1,2474.1,2474.1,2652,1738627200
1563,ok,2424.7,2424.7,2226.7,2226.7,1950,1738713600
1564,ok,2182.2,2212.7,2004.1,2004.1,52675,1738800000
1565,ok,1964.1,2170.0,1924.9,2038.0,49968,1739059200
1566,ok,2000.0,2105.0,1965.2,2000.0,24190,1739145600
1567,ok,2001.0,2087.9,2000.0,2086.0,30296,1739232000
1568,ok,2086.0,2200.0,2058.0,2179.0,26704,1739318400
1569,ok,2179.0,2250.0,2140.0,2156.0,14305,1739404800
1570,ok,2112.9,2112.9,2030.0,2031.0,20933,1739664000
1571,ok,1990.4,2080.0,1990.4,2079.0,15738,1739750400
1572,ok,2120.0,2120.0,1953.0,1987.0,15972,1739836800
1573,ok,1951.0,2026.7,1876.0,2026.7,18182,1740009600
1574,ok,1986.2,2034.0,1909.0,2019.0,7430,1740268800
1575,ok,2000.0,2090.0,1956.1,1995.0,40955,1740355200
1576,ok,1960.1,2115.0,1872.8,1978.8,14566,1740441600
1577,ok,2018.3,2055.0,1863.0,1949.0,15854,1740614400
1578,ok,1910.1,2096.0,1872.0,2020.0,23751,1740873600
1579,ok,1981.4,2059.0,1981.0,2020.0,9064,1740960000
1580,ok,1985.0,2060.0,1962.0,1980.0,7639,1741046400
1581,ok,1979.0,2004.0,1902.0,1926.9,6673,1741132800
1582,ok,1890.0,1967.0,1890.0,1960.0,5171,1741219200
1583,ok,1960.1,1998.9,1910.0,1976.0,7101,1741478400
1584,ok,1936.5,2009.0,1913.5,1953.9,6542,1741564800
1585,ok,1989.0,2055.0,1914.9,1995.0,21676,1741651200
1586,ok,2034.0,2034.8,1891.4,1909.0,13118,1741737600
1587,ok,1877.0,1915.0,1813.0,1906.0,7982,1742083200
1588,ok,1867.9,1891.9,1845.0,1880.0,4117,1742169600
1589,ok,1846.0,1917.5,1846.0,1869.9,8429,1742256000
1590,ok,1833.2,1899.0,1833.2,1874.7,4106,1742342400
1591,ok,1837.3,1909.0,1802.0,1888.35,5183,1742428800
1592,ok,1863.0,1899.9,1840.0,1851.83,37422,1742688000
1593,ok,1820.0,1899.9,1820.0,1845.21,10326,1742774400
1594,ok,1826.0,1827.2,1746.0,1801.58,23211,1742860800
1595,ok,1765.6,1820.0,1731.1,1772.47,3985,1742947200
1596,ok,1740.3,1807.9,1740.3,1765.63,3312,1743033600
1597,ok,1740.0,1820.0,1740.0,1786.41,9340,1743292800
1598,ok,1822.0,1858.4,1750.0,1801.1,12132,1743465600
1599,ok,1800.0,1954.1,1770.0,1841.91,13396,1743552000
1600,ok,1875.0,1875.0,1780.0,1787.96,6345,1743638400
1601,ok,1823.6,1823.6,1753.0,1768.33,11068,1743984000
1602,ok,1803.0,1803.0,1741.0,1773.75,13590,1744070400
1603,ok,1752.0,1845.0,1752.0,1782.12,8053,1744156800
1604,ok,1767.0,1805.0,1767.0,1780.17,5768,1744243200
1605,ok,1745.0,1910.0,1744.6,1815.84,21301,1744502400
1606,ok,1849.0,1997.4,1840.0,1997.4,23465,1744675200
1607,ok,1957.5,2197.1,1957.5,2197.1,20889,1744761600
1608,ok,2241.0,2416.8,2198.0,2325.38,29720,1744848000
1609,ok,2310.0,2557.9,2254.0,2499.45,47376,1745107200
1610,ok,2449.5,2749.3,2303.0,2746.5,67669,1745193600
1611,ok,2800.0,2800.0,2471.9,2471.9,14919,1745280000
1612,ok,2422.5,2422.5,2224.8,2247.83,56785,1745366400
1613,ok,2203.1,2288.0,2116.1,2153.37,10028,1745452800
1614,ok,2153.0,2238.9,2112.5,2192.78,10703,1745712000
1615,ok,2236.0,2372.8,2149.0,2228.87,9902,1745798400
1616,ok,2228.0,2451.7,2107.0,2376.63,35271,1745884800
1617,ok,2329.1,2375.6,2194.0,2239.77,4873,1745971200
1618,ok,2196.1,2376.1,2110.0,2312.61,10981,1746316800
1619,ok,2266.4,2266.4,2085.0,2206.0,8113,1746403200
1620,ok,2206.0,2316.4,2035.5,2222.87,18115,1746489600
1621,ok,2178.5,2244.0,2051.0,2181.37,8300,1746576000
1622,ok,2224.9,2269.0,2093.1,2170.13,13780,1746662400
1623,ok,2130.0,2285.0,2091.0,2228.42,18760,1746921600
1624,ok,2215.1,2355.0,2215.1,2279.42,11431,1747094400
1625,ok,2233.9,2465.0,2150.0,2299.31,12448,1747180800
1626,ok,2345.2,2345.2,2079.0,2100.46,8572,1747267200
1627,ok,2080.0,2095.0,1890.5,1917.6,6974,1747526400
1628,ok,1900.0,2109.0,1900.0,2105.27,4625,1747612800
1629,ok,2100.0,2283.0,2058.0,2206.81,9927,1747699200
1630,ok,2250.9,2427.4,2125.1,2222.16,3875,1747785600
1631,ok,2177.8,2300.0,2111.0,2176.4,5183,1747872000
1632,ok,2132.9,2190.0,2008.0,2120.37,4142,1748131200
1633,ok,2162.7,2295.0,2123.0,2185.36,13678,1748217600
1634,ok,2141.7,2403.8,2141.7,2403.8,29463,1748304000
1635,ok,2451.8,2549.9,2443.0,2528.25,11712,1748390400
1636,ok,2528.25,2728.5,2480.1,2688.88,21473,1748822400
1637,ok,2635.2,2681.0,2421.0,2649.81,11887,1748908800
1638,ok,2596.9,2596.9,2457.0,2495.98,11012,1748995200
1639,ok,2446.1,2544.9,2409.1,2443.72,4802,1749081600
1640,ok,2408.5,2542.3,2330.0,2358.0,6362,1749340800
1641,ok,2315.5,2475.0,2315.5,2387.95,5220,1749427200
1642,ok,2363.0,2479.0,2363.0,2399.45,1934,1749513600
1643,ok,2353.0,2540.0,2350.0,2448.93,4143,1749600000
1644,ok,2400.0,2490.0,2315.0,2326.24,6252,1749686400
1645,ok,2364.0,2399.9,2330.0,2379.7,2852,1749945600
1646,ok,2332.2,2617.6,2243.6,2578.86,11725,1750032000
1647,ok,2527.3,2680.5,2336.0,2677.62,14228,1750118400
1648,ok,2624.1,2624.1,2409.9,2409.9,8586,1750204800
1649,ok,2399.9,2399.9,2200.0,2254.62,10380,1750291200
1650,ok,2209.6,2338.7,2082.0,2140.67,10547,1750550400
1651,ok,2183.0,2262.0,2049.6,2185.73,6006,1750636800
1652,ok,2226.0,2227.0,2143.0,2149.14,1812,1750723200
1653,ok,2106.2,2192.1,2096.2,2132.55,1771,1750809600
1654,ok,2175.0,2300.0,2131.5,2264.77,6286,1750896000
1655,ok,2310.0,2375.0,2277.8,2366.39,8331,1751155200
1656,ok,2321.0,2391.0,2281.0,2311.07,5420,1751241600
1657,ok,2355.0,2355.0,2269.0,2282.45,2832,1751328000
1658,ok,2328.0,2500.0,2293.0,2471.66,17515,1751414400
1659,ok,2470.0,2520.0,2380.0,2420.86,7713,1751500800
1660,ok,2374.0,2475.0,2338.3,2378.19,3813,1751760000
1661,ok,2340.0,2616.0,2303.2,2527.55,9439,1751846400
1662,ok,2477.0,2734.6,2334.1,2599.67,21173,1751932800
1663,ok,2547.7,2640.0,2401.0,2598.09,22075,1752019200
1664,ok,2546.2,2546.2,2338.3,2340.4,28506,1752105600
1665,ok,2387.0,2434.0,2276.0,2288.47,5321,1752364800
1666,ok,2334.2,2380.0,2251.0,2262.99,8514,1752451200
1667,ok,2290.0,2345.0,2282.5,2292.67,2802,1752537600
1668,ok,2270.0,2505.0,2251.0,2476.78,24463,1752624000
1669,ok,2427.3,2480.0,2307.0,2437.96,14863,1752710400
1670,ok,2389.3,2400.0,2294.8,2350.61,6818,1752969600
1671,ok,2305.0,2361.3,2115.6,2116.55,31344,1753056000
1672,ok,2074.3,2210.0,1920.0,2122.69,12220,1753142400
1673,ok,2110.0,2152.0,2035.0,2090.4,8880,1753228800
1674,ok,2095.0,2095.0,2009.0,2064.82,10200,1753315200
1675,ok,2069.0,2069.0,1992.0,2007.81,9701,1753574400
1676,ok,2030.0,2121.6,1997.0,2105.24,6710,1753660800
1677,ok,2105.0,2147.0,2028.6,2071.97,9216,1753747200
